Title,Description,label
Ragu Bolognese,"This recipe is just the best The method is more important than the ingredients, vary them if you want, but do not use cheap wine This sauce can be used with spaghetti, lasagne, cannelloni, or try stuffing some ",italian
Easy throw it all in vegetable lasagne,"Easy lasagne that will use up any veggies you got lying around Plenty of flavour, a good warming meal on a cold winter night",italian
Pasta in a spicy tomato sauce,My own take on a classic Italian dish,italian
Mum's family favourite tea time cheese and tomato pasta bake,"Delicious family recipe my mum made and then taught me, so easy to cook and very cheap ideal for families and students,s etc Perfect winter warmer",italian
Ian's chicken risotto,Chicken and mushroom risotto with cream added Serve with cherry tomatoes and rocket salad    Enjoy,italian
Basic pumpkin risotto,Looking for a simple pumpkin risotto recipe This is a fantastic way to enjoy pumpkin when in season Garnish with freshly grated nutmeg,italian
Home made herby pesto,"Homegrown herbs are the star of this pesto, I use the predominant flavour of rocket with a background hint of basil, parsley and chives This pesto also contains no cheese so it is good for lactose intolerant people and ",italian
Kixx's tagliatelle carbonara,"A beautiful Italian tagliatelle carbonara For beginners, you can combine the mixture in a mixing bowl instead of the pan to make extra sure that the eggs don't curdle",italian
Italian fantasia chicken,"I tried to create an Italian dish similar to ones I would find in restaurant, after several attempts I came up with this which is now a family and friends favourite midweek dish It's so quick and easy to make Serve ",italian
"Potato gnocchi with tomato, spinach and mascarpone",A quick dinner for one of wilted spinach and creamy mascarpone tomato and basil sauce over potato gnocchi,italian
No-Fuss Chicken Cacciatore,This tasty dish is incredibly easy to make All of the ingredients are placed into a pan and simmered until the chicken is tender Serve as is or with rice or pasta,italian
"Spaghetti Bolognese, kids style","There are two versions of this recipe, with or without minced beef This is the vegetarian option",italian
Asparagus and Parma bruschetta,I experiment a lot with bruschetta toppings but I have to say that the combination of fresh asparagus and salty cured ham works a treat Drizzle with balsamic vinegar for a little sweetness,italian
Homemade lasagne,A tasty filling homemade lasagne that is easy to make but full of flavour This recipe begins with a simplified Bolognese sauce,italian
Sausage Meatballs and Macaroni,"Not the most attractive dish to look at, but these are probably the tastiest meatballs I've ever had It's a bit fiddly to make, but well worth the effort if you are wanting to feed a lot of people",italian
Mediterranean rice with mackerel,"This is a recipe for a light dinner in the summer evenings It is quite easy to prepare and very nutritious Whenever you are not fond of fish, you could use boiled ham instead",italian
Easy homemade tomato sauce,"Wash, peel and de-seed the tomatoes - I found using a regular peeler did not work too well, I used a perforated edged knife to peel and de-seed",italian
Fresh and fab tomato and rocket sauce,"Our favourite - and simplest - fresh sauce for pasta They say that necessity is the mother of invention, and we came up with this scrumptious recipe 'specially for tomato season, after we discovered ",italian
Melanzana Parmigiana,Rich and delicious baked aubergines (eggplant) with tomato and fresh mozzarella This version requires no frying and no baking Enjoy,italian
Baked mackerel with eggs and sage,"This unique and easy Italian recipe takes fresh mackerel and bakes it with sage and butter, then finishes baking with lemon-infused beaten egg",italian
Mat Armett's Tiramisu,"This recipe is great but I cheat using a ready made flan base, but you can use Sponge fingers instead However the flan base looks better for presentation and saves time",italian
Mozzarella-stuffed risotto balls,These cheesy balls make an enjoyable starter or canapé You can also try them with Taleggio or Camembert cut into cubes,italian
Tagliatelle alla Bolognese,"The secret of true Bolognese sauce is long and slow cooking The real Bolognese sauce, the official recipe for which was deposited in 1982 at the Chamber of Commerce of Bologna, requires hours of cooking",italian
Mamma's Bolognese,It came from my auntie's friends grandma that lives in Rome,italian
Italian chocolate fruitcake,"This is a dense, Italian-style flat chocolate fruitcake with an abundance of dried fruit and nuts It can be made well ahead of when you need it so it's perfect over Christmas with black coffee or liqueurs Cut into thin ",italian
Perfect ragù,A wholesome and colourful recipe for the perfect ragù This is a great pasta sauce that can be made well in advance and frozen,italian
Sardine bruschetta,This lovely sardine bruschetta starter is a little taste of Italian heaven Serve with fresh rocket leaves,italian
Ragu di manzo con latte (Italian beef ragu with milk),"Minced beef is simmered in a creamy sauce made with milk, tomatoes and basil This ragu is perfect to serve with gnocchi or penne pasta",italian
Cream and fresh fruit tart,A wonderful combination of fresh berries and pastry with a creamy filling that is as lovely to look at as it is to eat,italian
Baked stuffed cuttlefish,"A quick dish that is a great seafood supper Serve the cuttlefish hot as the main dish, with baked potatoes in the winter or a nice salad in the summer, or as a one dish meal",italian
Bolognese sauce with sherry and fresh herbs,This is a very tasty Bolognese sauce that I created to serve with pasta You can also use this sauce for lasagne,italian
Bruschetta,"Fresh tomatoes, basil and red onion are heaped on top of garlic-rubbed toast",italian
Best Bruschetta,A delicious recipe for an Italian nibble that has been revised and modified over several years I hope you enjoy it ,italian
Arangini (Italian Rice Balls),Crispy meatball-sized starters with deep fried outsides and moist herb and cheese insides,italian
Roasted Red Pepper Bruschetta,This is a fast and easy starter that's colourful and delicious,italian
Italian rice cake with red fruit,"Here’s an unusual flourless cake that makes a delightful dessert Italian risotto rice is cooked slowly in milk until tender and creamy, then mixed with eggs, nuts, lemon and rum, and baked It’s served with a red fruit ",italian
Apulian Sautéed Mushrooms and Spinach,"This recipe is a typical recipe of Southern Italy, precisely the region of Apulia Spinach and mushrooms are sautéed with onion, garlic, vinegar and white wine Serve with crusty bread",italian
Slow cooked beef in passata and wine,Delicious rich tomato sauce and tender beef Great in the slow cooker or low oven Beef joint slowly cooked with passata and red wine,italian
Chicken Arrabbiata,"Try this easy dish of frozen chicken breast fillets cooked in a spicy tomato sauce for a change It is best served with cooked rigatoni or penne, offering a chunk of fresh Parmesan cheese for grating over, and ",italian
Chicken and spinach calzone,"Here's an Italian version of a Cornish pasty, using pizza dough instead of pastry The filling is ready-cooked roast chicken with spinach, red peppers and creamy ricotta cheese Serve with a side salad",italian
Red pepper and Parmesan savoury cupcakes,"Savoury cupcakes with red pepper, Parmesan and onion Delicious served as an alternative dinner roll Nice on its own or split and buttered Why not make a batch and freeze",italian
Mediterranean Bruschetta,"We wanted a quick snack in the evening, plus i had some bread from the day before and some tomatoes that I wanted to get rid of This is the best bruschetta I have ever madeso did my husband say",italian
Crunchy cheesey pepper chicken,"Chicken breast stuffed with roasted red pepper and mozzarella cheese, crumbed and baked Easy to make ahead and very yummy",italian
